location,information,sales_price
Küçükçekmece - Halkalı Merkez Mahallesi,Daire | 4+1 | 7. Kat | 189 m²,87.000 TL
Üsküdar - Burhaniye Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,47.500 TL
Sultanbeyli - Adil Mahallesi,Daire | 1+1 | 7. Kat | 70 m²,25.000 TL
Sultangazi - İsmetpaşa Mahallesi,Daire | 4+1 | 4. Kat | 130 m²,25.000 TL
Sarıyer - Tarabya Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 100 m²,34.000 TL
Kağıthane - Gürsel Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,20.000 TL
Arnavutköy - Arnavutköy Merkez Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,21.000 TL
Kağıthane - Talatpaşa Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 80 m²,35.000 TL
Başakşehir - Başak Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,48.000 TL
Bayrampaşa - İsmet Paşa Mahallesi,Daire | 3+1 | 5. Kat | 102 m²,62.000 TL
Üsküdar - Mehmet Akif Ersoy Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,50.000 TL
Esenyurt - Turgut Özal Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,20.000 TL
Ataşehir - Örnek Mahallesi,Daire | 2+1 | Bahçe katı | 75 m²,26.000 TL
Üsküdar - Küçük Çamlıca Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 120 m²,37.000 TL
Ataşehir - Fetih Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,32.500 TL
Şişli - Gülbahar Mahallesi,Daire | 2+1 | 8. Kat | 90 m²,30.000 TL
Beyoğlu - Tomtom Mahallesi,Daire | 1+1 | 3. Kat | 75 m²,48.000 TL
Kağıthane - Hamidiye Mahallesi,Daire | 1+1 | Kot 1 (-1). Kat | 50 m²,21.000 TL
Beyoğlu - Ömer Avni Mahallesi,Daire | 1+1 | Bahçe katı | 70 m²,37.000 TL
Beyoğlu - Ömer Avni Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,155.000 TL
Beyoğlu - Müeyyetzade Mahallesi,Daire | 3+1 | 3. Kat | 100 m²,100.000 TL
Beyoğlu - Pürtelaş Hasan Efendi Mahallesi,Daire | 1+1 | 5. Kat | 90 m²,110.000 TL
Kadıköy - Sahrayı Cedit Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,54.000 TL
Üsküdar - Küçüksu Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,35.000 TL
Ümraniye - Tepeüstü Mahallesi,Daire | 2+1 | 2. Kat | 55 m²,31.750 TL
Ümraniye - Tepeüstü Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,26.500 TL
Ümraniye - Çakmak Mahallesi,Daire | 2+1 | Bahçe katı | 60 m²,32.500 TL
Avcılar - Gümüşpala Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,22.000 TL
Gaziosmanpaşa - Merkez Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,20.000 TL
Gaziosmanpaşa - Merkez Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,20.000 TL
Kağıthane - Çeliktepe Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,19.000 TL
Kağıthane - Çeliktepe Mahallesi,Daire | 2+1 | 1. Kat | 83 m²,24.500 TL
Kağıthane - Ortabayır Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,20.000 TL
Esenyurt - Mehterçeşme Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,15.500 TL
Ümraniye - Aşağı Dudullu Mahallesi,Daire | 3+1 | 7. Kat | 136 m²,67.500 TL
Sancaktepe - Atatürk Mahallesi,Daire | 2+1 | Yüksek giriş | 125 m²,20.500 TL
Sancaktepe - Veysel Karani Mahallesi,Daire | 1+1 | 3. Kat | 71 m²,36.500 TL
Esenyurt - Güzelyurt Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,23.000 TL
Esenler - Kazım Karabekir Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,28.500 TL
Ümraniye - Çakmak Mahallesi,Daire | 2+1 | 2. Kat | 92 m²,28.500 TL
Pendik - Kurtköy Mahallesi,Daire | 3+1 | Bahçe katı | 163 m²,55.000 TL
Maltepe - Zümrütevler Mahallesi,Daire | 3+1 | 20. Kat | 150 m²,65.000 TL
Üsküdar - Acıbadem Mahallesi,Daire | 3+1 | 3. Kat | 165 m²,90.000 TL
Üsküdar - Acıbadem Mahallesi,Daire | 3+0 | 2. Kat | 130 m²,45.000 TL
Gaziosmanpaşa - Karlıtepe Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,21.000 TL
Kadıköy - Sahrayı Cedit Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,54.000 TL
Üsküdar - Küçüksu Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,35.000 TL
Ümraniye - Tepeüstü Mahallesi,Daire | 2+1 | 2. Kat | 55 m²,31.750 TL
Ümraniye - Tepeüstü Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,26.500 TL
Ümraniye - Çakmak Mahallesi,Daire | 2+1 | Bahçe katı | 60 m²,32.500 TL
Avcılar - Gümüşpala Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,22.000 TL
Gaziosmanpaşa - Merkez Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,20.000 TL
Gaziosmanpaşa - Merkez Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,20.000 TL
Kağıthane - Çeliktepe Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,19.000 TL
Kağıthane - Çeliktepe Mahallesi,Daire | 2+1 | 1. Kat | 83 m²,24.500 TL
Kağıthane - Ortabayır Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,20.000 TL
Esenyurt - Mehterçeşme Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,15.500 TL
Ümraniye - Aşağı Dudullu Mahallesi,Daire | 3+1 | 7. Kat | 136 m²,67.500 TL
Sancaktepe - Atatürk Mahallesi,Daire | 2+1 | Yüksek giriş | 125 m²,20.500 TL
Sancaktepe - Veysel Karani Mahallesi,Daire | 1+1 | 3. Kat | 71 m²,36.500 TL
Esenyurt - Güzelyurt Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,23.000 TL
Esenler - Kazım Karabekir Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,28.500 TL
Ümraniye - Çakmak Mahallesi,Daire | 2+1 | 2. Kat | 92 m²,28.500 TL
Pendik - Kurtköy Mahallesi,Daire | 3+1 | Bahçe katı | 163 m²,55.000 TL
Maltepe - Zümrütevler Mahallesi,Daire | 3+1 | 20. Kat | 150 m²,65.000 TL
Üsküdar - Acıbadem Mahallesi,Daire | 3+1 | 3. Kat | 165 m²,90.000 TL
Üsküdar - Acıbadem Mahallesi,Daire | 3+0 | 2. Kat | 130 m²,45.000 TL
Gaziosmanpaşa - Karlıtepe Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,21.000 TL
Esenler - Kemer Mahallesi,Daire | 4+1 | 2. Kat | 196 m²,70.000 TL
Ümraniye - Esenşehir Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 85 m²,13.000 TL
Güngören - Güven Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,22.000 TL
Bağcılar - 15 Temmuz Mahallesi,Daire | 1+1 | 13. Kat | 75 m²,30.000 TL
Beyoğlu - Tomtom Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,36.000 TL
Ataşehir - İçerenköy Mahallesi,Daire | Stüdyo | Düz Giriş (Zemin) | 25 m²,7.500 TL
Fatih - Koca Mustafapaşa Mahallesi,Daire | 2+1 | Yüksek giriş | 70 m²,18.000 TL
Ataşehir - İçerenköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,23.000 TL
Maltepe - Aydınevler Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,34.400 TL
Maltepe - Aydınevler Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,36.000 TL
Maltepe - Aydınevler Mahallesi,Daire | Stüdyo | Bahçe katı | 40 m²,28.500 TL
Kağıthane - Çeliktepe Mahallesi,Daire | 1+1 | 5. Kat | 60 m²,46.000 TL
Kağıthane - Çeliktepe Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,27.000 TL
Beşiktaş - Türkali Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,54.500 TL
Beşiktaş - Dikilitaş Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,35.000 TL
Beşiktaş - Muradiye Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,34.500 TL
Beşiktaş - Cihannüma Mahallesi,Daire | 1+1 | Yüksek giriş | 70 m²,30.000 TL
Beşiktaş - Türkali Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,35.000 TL
Pendik - Yenişehir Mahallesi,Daire | 2+1 | 5. Kat | 104 m²,45.000 TL
Pendik - Yenişehir Mahallesi,Daire | 2+1 | 4. Kat | 118 m²,41.000 TL
Pendik - Kaynarca Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,37.000 TL
Pendik - Şeyhli Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,28.000 TL
Pendik - Yenişehir Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,27.000 TL
Bakırköy - Zeytinlik Mahallesi,Daire | 2+1 | 3. Kat | 105 m²,60.000 TL
Kağıthane - Harmantepe Mahallesi,Daire | 1+1 | Müstakil | 50 m²,14.000 TL
Esenyurt - Barbaros Hayrettin Paşa Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,16.000 TL
Sarıyer - İstinye Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,38.500 TL
Şişli - Gülbahar Mahallesi,Daire | 2+1 | 5. Kat | 65 m²,37.500 TL
Arnavutköy - Arnavutköy Merkez Mahallesi,Daire | 2+1 | Çatı katı | 100 m²,25.000 TL
Sancaktepe - Sarıgazi Mahallesi,Daire | 2+1 | 4. Kat | 78 m²,30.000 TL
Başakşehir - Kayabaşı Mahallesi,Daire | 2+1 | 9. Kat | 69 m²,22.500 TL
Zeytinburnu - Veliefendi Mahallesi,Daire | 2+1 | 4. Kat | 68 m²,27.500 TL
Küçükçekmece - Atatürk Mahallesi,Daire | Stüdyo | Bahçe katı | 25 m²,6.000 TL
Ataşehir - Kayışdağı Mahallesi,Daire | 2+1 | Yüksek giriş | 77 m²,42.500 TL
Ümraniye - İstiklal Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,34.000 TL
Ataşehir - Barbaros Mahallesi,Daire | Stüdyo | 5. Kat | 50 m²,33.000 TL
Ataşehir - Atatürk Mahallesi,Daire | 3+1 | 12. Kat | 189 m²,110.000 TL
Beylikdüzü - Adnan Kahveci Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,29.000 TL
Esenler - Tuna Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,8.000 TL
Sancaktepe - Fatih Mahallesi,Daire | 1+1 | Çatı katı | 60 m²,20.000 TL
Beşiktaş - Mecidiye Mahallesi,Daire | 3+1 | 4. Kat | 115 m²,40.000 TL
Beylikdüzü - Kavaklı Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,24.000 TL
Esenyurt - Akşemseddin Mahallesi,Daire | 2+1 | Bahçe katı | 110 m²,14.500 TL
Silivri - Mimar Sinan Mahallesi,Daire | 2+1 | 5. Kat | 75 m²,30.000 TL
Kadıköy - Osmanağa Mahallesi,Daire | Stüdyo | 1. Kat | 50 m²,24.000 TL
Sancaktepe - Fatih Mahallesi,Daire | 2+1 | Çatı katı | 80 m²,20.500 TL
Küçükçekmece - Kemalpaşa Mahallesi,Daire | 2+1 | 5. Kat | 75 m²,20.000 TL
Fatih - Koca Mustafapaşa Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,17.500 TL
Başakşehir - Bahçeşehir 2. Kısım Mahallesi,Daire | 4+1 | 12. Kat | 187 m²,56.000 TL
Fatih - Ayvansaray Mahallesi,Daire | Stüdyo | Düz Giriş (Zemin) | 40 m²,9.000 TL
Esenyurt - Ardıçlı Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,20.000 TL
Esenyurt - Koza Mahallesi,Daire | 2+1 | 4. Kat | 117 m²,30.000 TL
Başakşehir - Bahçeşehir 2. Kısım Mahallesi,Daire | 2+1 | 12. Kat | 86 m²,32.000 TL
Esenyurt - Koza Mahallesi,Daire | 1+1 | 1. Kat | 64 m²,24.000 TL
Esenyurt - Aşık Veysel Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,32.000 TL
Başakşehir - Bahçeşehir 2. Kısım Mahallesi,Daire | 2+1 | 16. Kat | 140 m²,45.000 TL
Esenyurt - Koza Mahallesi,Daire | 2+1 | 13. Kat | 115 m²,30.000 TL
Başakşehir - Bahçeşehir 2. Kısım Mahallesi,Daire | 3+1 | Yüksek giriş | 175 m²,62.000 TL
Avcılar - Denizköşkler Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,22.500 TL
Bayrampaşa - Altıntepsi Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,20.000 TL
Bağcılar - Yenimahalle Mahallesi,Daire | 3+1 | 7. Kat | 130 m²,47.500 TL
Büyükçekmece - Kamiloba Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,27.000 TL29.000 TL
Kağıthane - Telsizler Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,25.000 TL
Ümraniye - İstiklal Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,50.000 TL
Sultanbeyli - Yavuz Selim Mahallesi,Daire | 3+1 | 5. Kat | 125 m²,25.000 TL28.000 TL
Çekmeköy - Çamlık Mahallesi,Daire | 2+1 | Bahçe katı | 75 m²,25.000 TL
Eyüpsultan - Düğmeciler Mahallesi,Daire | 4+1 | 4. Kat | 190 m²,40.000 TL
Büyükçekmece - Pınartepe Mahallesi,Daire | 2+1 | 3. Kat | 170 m²,37.000 TL
Esenyurt - Namık Kemal Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,13.000 TL
Esenyurt - Akçaburgaz Mahallesi,Daire | 3+1 | Kot 1 (-1). Kat | 125 m²,20.000 TL
Küçükçekmece - Atakent Mahallesi,Daire | 1+1 | 9. Kat | 55 m²,30.000 TL
Maltepe - Küçükyalı Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,55.000 TL
Kağıthane - Hürriyet Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,32.000 TL
Bahçelievler - Soğanlı Mahallesi,Daire | 3+1 | Çatı katı | 95 m²,18.000 TL
Şişli - Kuştepe Mahallesi,Daire | 1+1 | Çatı katı | 60 m²,24.500 TL
Esenyurt - Yeşilkent Mahallesi,Daire | 2+1 | 9. Kat | 96 m²,21.000 TL
Fatih - İskenderpaşa Mahallesi,Daire | Stüdyo | Bodrum Kat | 25 m²,14.000 TL
Fatih - İskenderpaşa Mahallesi,Daire | 1+1 | Bodrum Kat | 45 m²,17.000 TL
Üsküdar - Çengelköy Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,79.000 TL
Fatih - İskenderpaşa Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,25.000 TL
Başakşehir - Güvercintepe Mahallesi,Daire | 2+1 | 12. Kat | 75 m²,25.000 TL
Fatih - İskenderpaşa Mahallesi,Daire | 1.5+1 | Yüksek giriş | 75 m²,20.000 TL
Çekmeköy - Ekşioğlu Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 65 m²,24.500 TL
Şişli - Teşvikiye Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 60 m²,24.500 TL
Kağıthane - Emniyet Evleri Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,43.000 TL
Üsküdar - Mimar Sinan Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,25.000 TL
Üsküdar - Valide-i Atik Mahallesi,Daire | 2+1 | 4. Kat | 80 m²,22.000 TL
Üsküdar - Salacak Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,42.000 TL
Pendik - Bahçelievler Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,37.000 TL
Şile - Balibey Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,34.000 TL
Maltepe - Yalı Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,30.000 TL
Ümraniye - Necip Fazıl Mahallesi,Daire | 4+1 | Bahçe katı | 206 m²,138.000 TL
Bağcılar - Yıldıztepe Mahallesi,Daire | 2+1 | Çatı katı | 110 m²,23.000 TL
Büyükçekmece - Dizdariye Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,22.000 TL
Kadıköy - Suadiye Mahallesi,Daire | 4+1 | 8. Kat | 180 m²,110.000 TL
Beykoz - Acarlar Mahallesi,Daire | 2+1 | 4. Kat | 130 m²,90.000 TL
Avcılar - Mustafa Kemal Paşa Mahallesi,Daire | 1+1 | Yüksek giriş | 100 m²,23.000 TL
Başakşehir - Güvercintepe Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,13.000 TL
Beşiktaş - Yıldız Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,45.000 TL
Tuzla - Aydınlı Mahallesi,Daire | 1+1 | 7. Kat | 59 m²,25.000 TL
Pendik - Çamlık Mahallesi,Daire | 3.5+1 | Bahçe katı | 150 m²,80.000 TL
Tuzla - Aydınlı Mahallesi,Daire | 1+1 | 8. Kat | 55 m²,30.000 TL
Pendik - Kurtköy Mahallesi,Daire | 3+1 | 3. Kat | 123 m²,58.000 TL
Esenyurt - Zafer Mahallesi,Daire | 3+1 | 3. Kat | 171 m²,52.000 TL
Sancaktepe - Veysel Karani Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,25.000 TL
Esenyurt - Orhan Gazi Mahallesi,Daire | 1+1 | 15. Kat | 75 m²,19.500 TL
Sultanbeyli - Orhangazi Mahallesi,Daire | 2+1 | Bahçe katı | 110 m²,18.500 TL
Pendik - Şeyhli Mahallesi,Daire | 1+1 | 3. Kat | 75 m²,22.500 TL
Ümraniye - Armağanevler Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,30.500 TL
Ümraniye - Yamanevler Mahallesi,Daire | 2+1 | 2. Kat | 114 m²,62.000 TL
Kadıköy - 19 Mayıs Mahallesi,Daire | 3+1 | 11. Kat | 145 m²,72.000 TL
Avcılar - Merkez Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,25.000 TL
Gaziosmanpaşa - Karayolları Mahallesi,Daire | 2+1 | Bahçe katı | 95 m²,17.000 TL
Sancaktepe - Veysel Karani Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,26.000 TL
Küçükçekmece - Kemalpaşa Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,25.000 TL
Sancaktepe - Abdurrahmangazi Mahallesi,Daire | 4.5+1 | Bahçe katı | 275 m²,129.000 TL
Çekmeköy - Güngören Mahallesi,Daire | 1+1 | 5. Kat | 60 m²,34.000 TL
Ataşehir - Atatürk Mahallesi,Daire | 3+1 | 30. Kat | 189 m²,185.000 TL
Üsküdar - Kısıklı Mahallesi,Daire | 3+1 | 2. Kat | 190 m²,55.000 TL
Çekmeköy - Sultançiftliği Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,22.000 TL
Ümraniye - Esenkent Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,45.000 TL
Ümraniye - Esenkent Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,35.000 TL
Sultanbeyli - Mimar Sinan Mahallesi,Daire | 2+1 | Bahçe katı | 108 m²,30.000 TL
Çekmeköy - Ekşioğlu Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,26.250 TL
Kadıköy - Fenerbahçe Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,105.000 TL
Maltepe - Yalı Mahallesi,Daire | 3+1 | 8. Kat | 135 m²,47.000 TL
Kartal - Yalı Mahallesi,Daire | 1+1 | 12. Kat | 70 m²,35.000 TL
Sancaktepe - Veysel Karani Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,25.000 TL
Esenyurt - Orhan Gazi Mahallesi,Daire | 1+1 | 15. Kat | 75 m²,19.500 TL
Sultanbeyli - Orhangazi Mahallesi,Daire | 2+1 | Bahçe katı | 110 m²,18.500 TL
Pendik - Şeyhli Mahallesi,Daire | 1+1 | 3. Kat | 75 m²,22.500 TL
Ümraniye - Armağanevler Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,30.500 TL
Ümraniye - Yamanevler Mahallesi,Daire | 2+1 | 2. Kat | 114 m²,62.000 TL
Kadıköy - 19 Mayıs Mahallesi,Daire | 3+1 | 11. Kat | 145 m²,72.000 TL
Avcılar - Merkez Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,25.000 TL
Gaziosmanpaşa - Karayolları Mahallesi,Daire | 2+1 | Bahçe katı | 95 m²,17.000 TL
Sancaktepe - Veysel Karani Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,26.000 TL
Küçükçekmece - Kemalpaşa Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,25.000 TL
Sancaktepe - Abdurrahmangazi Mahallesi,Daire | 4.5+1 | Bahçe katı | 275 m²,129.000 TL
Çekmeköy - Güngören Mahallesi,Daire | 1+1 | 5. Kat | 60 m²,34.000 TL
Ataşehir - Atatürk Mahallesi,Daire | 3+1 | 30. Kat | 189 m²,185.000 TL
Üsküdar - Kısıklı Mahallesi,Daire | 3+1 | 2. Kat | 190 m²,55.000 TL
Çekmeköy - Sultançiftliği Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,22.000 TL
Ümraniye - Esenkent Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,45.000 TL
Ümraniye - Esenkent Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,35.000 TL
Sultanbeyli - Mimar Sinan Mahallesi,Daire | 2+1 | Bahçe katı | 108 m²,30.000 TL
Çekmeköy - Ekşioğlu Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,26.250 TL
Kadıköy - Fenerbahçe Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,105.000 TL
Maltepe - Yalı Mahallesi,Daire | 3+1 | 8. Kat | 135 m²,47.000 TL
Kartal - Yalı Mahallesi,Daire | 1+1 | 12. Kat | 70 m²,35.000 TL
Başakşehir - Kayabaşı Mahallesi,Daire | 2+1 | 1. Kat | 69 m²,31.000 TL
Maltepe - Aydınevler Mahallesi,Daire | 1+1 | 4. Kat | 47 m²,33.500 TL
Maltepe - Aydınevler Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,34.500 TL
Maltepe - Aydınevler Mahallesi,Daire | 1+1 | 4. Kat | 47 m²,33.000 TL
Maltepe - Aydınevler Mahallesi,Daire | 2+1 | 5. Kat | 85 m²,36.000 TL
Maltepe - Aydınevler Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 58 m²,28.000 TL
Maltepe - Aydınevler Mahallesi,Daire | 2+1 | 4. Kat | 78 m²,45.500 TL
Üsküdar - Valide-i Atik Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,29.000 TL
Başakşehir - Başak Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,22.000 TL
Başakşehir - Kayabaşı Mahallesi,Daire | 2+1 | Yüksek giriş | 117 m²,42.000 TL
Başakşehir - Kayabaşı Mahallesi,Daire | 4+1 | 12. Kat | 201 m²,98.000 TL
Başakşehir - Güvercintepe Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,35.000 TL
Küçükçekmece - Halkalı Merkez Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,26.500 TL
Maltepe - Çınar Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,50.000 TL
Gaziosmanpaşa - Karadeniz Mahallesi,Daire | 2+1 | 3. Kat | 80 m²,22.000 TL
Ümraniye - Finanskent Mahallesi,Daire | 1+1 | 4. Kat | 68 m²,42.000 TL
Kağıthane - Merkez Mahallesi,Daire | 2+1 | 12. Kat | 100 m²,56.000 TL
Şişli - Merkez Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,57.000 TL
Kadıköy - Bostancı Mahallesi,Daire | 3+1 | 7. Kat | 130 m²,79.000 TL
Tuzla - Aydıntepe Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,26.000 TL
Sarıyer - Tarabya Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 180 m²,80.000 TL
Ataşehir - Kayışdağı Mahallesi,Daire | 1+1 | Bahçe katı | 47 m²,24.500 TL
Ataşehir - Kayışdağı Mahallesi,Daire | Stüdyo | 2. Kat | 32 m²,24.000 TL
Esenyurt - Mehterçeşme Mahallesi,Daire | 2+1 | 4. Kat | 115 m²,18.000 TL
Şişli - Kuştepe Mahallesi,Daire | 2+1 | Yüksek giriş | 65 m²,24.500 TL
Şişli - Mecidiyeköy Mahallesi,Daire | Stüdyo | Yüksek giriş | 35 m²,22.500 TL
Eyüpsultan - Rami Yeni Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,27.000 TL
Şişli - Kuştepe Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 70 m²,29.000 TL
Şişli - Kuştepe Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,34.500 TL
Maltepe - Cevizli Mahallesi,Daire | 3+1 | 7. Kat | 120 m²,55.000 TL
Kadıköy - Acıbadem Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,50.000 TL
Kartal - Hürriyet Mahallesi,Daire | 2+1 | 7. Kat | 90 m²,30.000 TL
Maltepe - Cevizli Mahallesi,Daire | 1.5+1 | 7. Kat | 77 m²,50.000 TL
Üsküdar - Burhaniye Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,40.000 TL
Kadıköy - Fenerbahçe Mahallesi,Daire | 3+1 | Bahçe dublex | 140 m²,130.000 TL
Sultangazi - İsmetpaşa Mahallesi,Daire | 2+1 | Çatı Dubleks | 120 m²,34.000 TL
Beşiktaş - Yıldız Mahallesi,Daire | 2+1 | Yüksek giriş | 70 m²,30.000 TL
Kağıthane - Merkez Mahallesi,Daire | 2+1 | 12. Kat | 100 m²,56.000 TL
Şişli - Merkez Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,57.000 TL
Kadıköy - Bostancı Mahallesi,Daire | 3+1 | 7. Kat | 130 m²,79.000 TL
Tuzla - Aydıntepe Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,26.000 TL
Sarıyer - Tarabya Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 180 m²,80.000 TL
Ataşehir - Kayışdağı Mahallesi,Daire | 1+1 | Bahçe katı | 47 m²,24.500 TL
Ataşehir - Kayışdağı Mahallesi,Daire | Stüdyo | 2. Kat | 32 m²,24.000 TL
Esenyurt - Mehterçeşme Mahallesi,Daire | 2+1 | 4. Kat | 115 m²,18.000 TL
Şişli - Kuştepe Mahallesi,Daire | 2+1 | Yüksek giriş | 65 m²,24.500 TL
Şişli - Mecidiyeköy Mahallesi,Daire | Stüdyo | Yüksek giriş | 35 m²,22.500 TL
Eyüpsultan - Rami Yeni Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,27.000 TL
Şişli - Kuştepe Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 70 m²,29.000 TL
Şişli - Kuştepe Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,34.500 TL
Maltepe - Cevizli Mahallesi,Daire | 3+1 | 7. Kat | 120 m²,55.000 TL
Kadıköy - Acıbadem Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,50.000 TL
Kartal - Hürriyet Mahallesi,Daire | 2+1 | 7. Kat | 90 m²,30.000 TL
